measure,location,sex,age,metric,year,val,upper,lower
Life expectancy,European Region,Both,6-11 months,Years,2015,77.2969251919898,77.37632637657363,77.21787087065753
Life expectancy,European Region,Both,6-11 months,Years,2016,77.51572224633563,77.59502921672455,77.4303804976626
Life expectancy,European Region,Both,6-11 months,Years,2017,77.82981760276503,77.93661158939733,77.71795115948287
Life expectancy,European Region,Both,6-11 months,Years,2018,77.96538084752667,78.10010545840075,77.81729592043239
Life expectancy,European Region,Both,6-11 months,Years,2019,78.19938657180937,78.36686974435528,78.02519900387072
Life expectancy,European Region,Both,6-11 months,Years,2020,76.97417559958856,77.1535633317449,76.77389451529247
Life expectancy,European Region,Both,6-11 months,Years,2021,76.30923165501294,76.55819853256516,76.04533540034245
Life expectancy,Eastern Mediterranean Region,Both,0-6 days,Years,2010,68.3307991988283,69.3488472184481,67.27596628346802
Life expectancy,Eastern Mediterranean Region,Both,0-6 days,Years,2011,67.84454839844541,68.88594943086309,66.75954806861442
Life expectancy,Eastern Mediterranean Region,Both,0-6 days,Years,2012,68.55659597760052,69.63332454213825,67.41263659727461
Life expectancy,Eastern Mediterranean Region,Both,0-6 days,Years,2013,68.93069621488145,69.99902484051906,67.7514016526278
Life expectancy,Eastern Mediterranean Region,Both,0-6 days,Years,2014,68.88630981269263,70.01587686822825,67.69772271846321
Life expectancy,Eastern Mediterranean Region,Both,0-6 days,Years,2015,69.06669700452908,70.18804543508625,67.81960719817471
Life expectancy,Eastern Mediterranean Region,Both,0-6 days,Years,2016,69.3222181594403,70.53007844634703,68.17586288500645
Life expectancy,Eastern Mediterranean Region,Both,0-6 days,Years,2017,69.6136523743029,70.82621604083847,68.36586459469801
Life expectancy,Eastern Mediterranean Region,Both,0-6 days,Years,2018,69.9842559317277,71.23143715774289,68.6867597034022
Life expectancy,Eastern Mediterranean Region,Both,0-6 days,Years,2019,70.29140034507778,71.55771733513498,69.0594312543141
Life expectancy,Eastern Mediterranean Region,Both,0-6 days,Years,2020,68.5533642555031,69.69406814089952,67.27537629501477
Life expectancy,Eastern Mediterranean Region,Both,0-6 days,Years,2021,67.81045214578899,69.03660122560673,66.43618130017629
Life expectancy,Eastern Mediterranean Region,Both,7-27 days,Years,2010,69.61250392246113,70.53863302337557,68.64590216315948
Life expectancy,Eastern Mediterranean Region,Both,7-27 days,Years,2011,69.08641292303032,70.02028464275296,68.1023231419336
Life expectancy,Eastern Mediterranean Region,Both,7-27 days,Years,2012,69.77181060245432,70.78191953155982,68.72519573065178
Life expectancy,Eastern Mediterranean Region,Both,7-27 days,Years,2013,70.12464750580789,71.07513904940242,69.06868115146742
Life expectancy,Eastern Mediterranean Region,Both,7-27 days,Years,2014,70.05662341659435,71.08888377242542,69.02412827900658
Life expectancy,Eastern Mediterranean Region,Both,7-27 days,Years,2015,70.2186677327293,71.21547488730147,69.10007264613537
Life expectancy,Eastern Mediterranean Region,Both,7-27 days,Years,2016,70.45922684654496,71.54303893529885,69.43343165042779
Life expectancy,Eastern Mediterranean Region,Both,7-27 days,Years,2017,70.74466256690114,71.81028486226961,69.63606828366264
Life expectancy,Eastern Mediterranean Region,Both,7-27 days,Years,2018,71.08791459281096,72.17735393994037,69.95606792077855
Life expectancy,Eastern Mediterranean Region,Both,7-27 days,Years,2019,71.38276594244344,72.50595275433504,70.27447064215606
Life expectancy,Eastern Mediterranean Region,Both,7-27 days,Years,2020,69.65861517714313,70.68394517572352,68.51636385108263
Life expectancy,Eastern Mediterranean Region,Both,7-27 days,Years,2021,68.87397286977006,69.98282075804967,67.65462937946631
Life expectancy,Eastern Mediterranean Region,Both,5-9 years,Years,2010,67.15611491629083,67.95438761415323,66.35155001342083
Life expectancy,Eastern Mediterranean Region,Both,5-9 years,Years,2011,66.88741789187307,67.64988335999155,66.06678525645701
Life expectancy,Eastern Mediterranean Region,Both,5-9 years,Years,2012,67.1847716983749,68.0149963372888,66.31377170871205
Life expectancy,Eastern Mediterranean Region,Both,5-9 years,Years,2013,67.42794897780203,68.23136249422485,66.52913366194662
Life expectancy,Eastern Mediterranean Region,Both,5-9 years,Years,2014,67.29234137152464,68.12647551389394,66.4390369259828
Life expectancy,Eastern Mediterranean Region,Both,5-9 years,Years,2015,67.40008792305251,68.18461062387476,66.51874568767862
Life expectancy,Eastern Mediterranean Region,Both,5-9 years,Years,2016,67.58984396383586,68.47576875985406,66.72291223048775
Life expectancy,Eastern Mediterranean Region,Both,5-9 years,Years,2017,67.82888242602002,68.67790867341552,66.93839015989609
Life expectancy,Eastern Mediterranean Region,Both,5-9 years,Years,2018,68.07778564503558,68.98566955244218,67.15823661418257
Life expectancy,Eastern Mediterranean Region,Both,5-9 years,Years,2019,68.31565707129708,69.20848340091258,67.39882970496316
Life expectancy,Eastern Mediterranean Region,Both,5-9 years,Years,2020,66.33462936532764,67.21680957889527,65.4226781186617
Life expectancy,Eastern Mediterranean Region,Both,5-9 years,Years,2021,65.45858442744793,66.40877487277254,64.47574080929243
Life expectancy,Eastern Mediterranean Region,Both,10-14 years,Years,2010,62.48245193357583,63.266783776097924,61.68803379690628
Life expectancy,Eastern Mediterranean Region,Both,10-14 years,Years,2011,62.28343688684542,63.04082339858699,61.476866190111394
Life expectancy,Eastern Mediterranean Region,Both,10-14 years,Years,2012,62.515957011424454,63.342272194006135,61.659904993713646
Life expectancy,Eastern Mediterranean Region,Both,10-14 years,Years,2013,62.73763566960871,63.52205391489927,61.84469465458027
Life expectancy,Eastern Mediterranean Region,Both,10-14 years,Years,2014,62.604594062781146,63.42664779610992,61.76936082309222
Life expectancy,Eastern Mediterranean Region,Both,10-14 years,Years,2015,62.699313429280075,63.47771076180065,61.834762490899806
Life expectancy,Eastern Mediterranean Region,Both,10-14 years,Years,2016,62.88267631448109,63.7547585923625,62.023765806417956
Life expectancy,Eastern Mediterranean Region,Both,10-14 years,Years,2017,63.11304908804577,63.94949676036616,62.2450485829775
Life expectancy,Eastern Mediterranean Region,Both,10-14 years,Years,2018,63.34638957252442,64.23480956603699,62.44300637697272
Life expectancy,Eastern Mediterranean Region,Both,10-14 years,Years,2019,63.56881551291945,64.4422214582846,62.65822994916321
Life expectancy,Eastern Mediterranean Region,Both,10-14 years,Years,2020,61.55970692129043,62.41848224822024,60.660106738528796
Life expectancy,Eastern Mediterranean Region,Both,10-14 years,Years,2021,60.67429606481438,61.62485511257367,59.694160639673
Life expectancy,Eastern Mediterranean Region,Both,15-19 years,Years,2010,57.70198453270429,58.47290040710961,56.91822507579351
Life expectancy,Eastern Mediterranean Region,Both,15-19 years,Years,2011,57.53390629308629,58.28269030032727,56.74098497026937
Life expectancy,Eastern Mediterranean Region,Both,15-19 years,Years,2012,57.736485419963266,58.5558812229837,56.89564345660119
Life expectancy,Eastern Mediterranean Region,Both,15-19 years,Years,2013,57.94787543977324,58.72420577101025,57.07253676674062
Life expectancy,Eastern Mediterranean Region,Both,15-19 years,Years,2014,57.81621125431273,58.62486323542695,56.994045555632304
Life expectancy,Eastern Mediterranean Region,Both,15-19 years,Years,2015,57.90519500883061,58.672735963227524,57.055507794056275
Life expectancy,Eastern Mediterranean Region,Both,15-19 years,Years,2016,58.0848906107427,58.943277551712065,57.234851393395346
Life expectancy,Eastern Mediterranean Region,Both,15-19 years,Years,2017,58.31077197921782,59.13851076100726,57.45824959530688
Life expectancy,Eastern Mediterranean Region,Both,15-19 years,Years,2018,58.53625681162235,59.41105697477037,57.64440156008473
Life expectancy,Eastern Mediterranean Region,Both,15-19 years,Years,2019,58.75076261680359,59.6066376359394,57.850249123407316
Life expectancy,Eastern Mediterranean Region,Both,15-19 years,Years,2020,56.72873311285753,57.57463956044073,55.834278272319395
Life expectancy,Eastern Mediterranean Region,Both,15-19 years,Years,2021,55.837309475174486,56.77495037990229,54.86131367975289
Life expectancy,Eastern Mediterranean Region,Both,20-24 years,Years,2010,53.065354126687424,53.81465454509637,52.30148631169815
Life expectancy,Eastern Mediterranean Region,Both,20-24 years,Years,2011,52.94055284561911,53.67707236683995,52.16817427772518
Life expectancy,Eastern Mediterranean Region,Both,20-24 years,Years,2012,53.201973187874124,54.00166360363652,52.38444192436686
Life expectancy,Eastern Mediterranean Region,Both,20-24 years,Years,2013,53.39838557303306,54.15214350062081,52.546154303331825
Life expectancy,Eastern Mediterranean Region,Both,20-24 years,Years,2014,53.3502987813996,54.12256254179701,52.55357081307896
Life expectancy,Eastern Mediterranean Region,Both,20-24 years,Years,2015,53.419146567501755,54.162069198323685,52.58605806366001
Life expectancy,Eastern Mediterranean Region,Both,20-24 years,Years,2016,53.60556068907492,54.444773873751025,52.76660707667567
Life expectancy,Eastern Mediterranean Region,Both,20-24 years,Years,2017,53.81719747150524,54.62260841161466,52.981937665979714
Life expectancy,Eastern Mediterranean Region,Both,20-24 years,Years,2018,53.99971079093324,54.859830056853674,53.11847216048992
Life expectancy,Eastern Mediterranean Region,Both,20-24 years,Years,2019,54.161557633117404,54.998466307175505,53.28574096428423
Life expectancy,Eastern Mediterranean Region,Both,20-24 years,Years,2020,52.08070886832669,52.90882813509721,51.20651085434196
Life expectancy,Eastern Mediterranean Region,Both,20-24 years,Years,2021,51.19532526572744,52.11675309446492,50.23533687222488
Life expectancy,Eastern Mediterranean Region,Both,25-29 years,Years,2010,48.461882379400976,49.183954698936034,47.717711247581754
Life expectancy,Eastern Mediterranean Region,Both,25-29 years,Years,2011,48.369613132318634,49.08662617661049,47.62082942245086
Life expectancy,Eastern Mediterranean Region,Both,25-29 years,Years,2012,48.67098073690752,49.44565810893891,47.87571045086016
Life expectancy,Eastern Mediterranean Region,Both,25-29 years,Years,2013,48.85814511508376,49.58425060671706,48.0348218385246
Life expectancy,Eastern Mediterranean Region,Both,25-29 years,Years,2014,48.8708719308281,49.62347453244814,48.095730501041885
Life expectancy,Eastern Mediterranean Region,Both,25-29 years,Years,2015,48.92627946315266,49.650298754290006,48.122319855138585
Life expectancy,Eastern Mediterranean Region,Both,25-29 years,Years,2016,49.11731300418641,49.92946257792362,48.30681579165139
Life expectancy,Eastern Mediterranean Region,Both,25-29 years,Years,2017,49.318871631623466,50.102557312862146,48.51352380445831
Life expectancy,Eastern Mediterranean Region,Both,25-29 years,Years,2018,49.46545663534465,50.299458035314565,48.615789861470255
Life expectancy,Eastern Mediterranean Region,Both,25-29 years,Years,2019,49.58940246291082,50.40500190333341,48.741133673866244
Life expectancy,Eastern Mediterranean Region,Both,25-29 years,Years,2020,47.46890236527456,48.28347698649205,46.62246164677222
Life expectancy,Eastern Mediterranean Region,Both,25-29 years,Years,2021,46.587639097337664,47.490309254624435,45.6463158201645
Life expectancy,Eastern Mediterranean Region,Both,30-34 years,Years,2010,43.831106978876534,44.52850947820373,43.10548245637251
Life expectancy,Eastern Mediterranean Region,Both,30-34 years,Years,2011,43.75287483167089,44.44835235720776,43.02739107682938
Life expectancy,Eastern Mediterranean Region,Both,30-34 years,Years,2012,44.04948843514988,44.8069196654324,43.27765123680618
Life expectancy,Eastern Mediterranean Region,Both,30-34 years,Years,2013,44.23137943192166,44.93709643400583,43.435650995114685
Life expectancy,Eastern Mediterranean Region,Both,30-34 years,Years,2014,44.256340076233194,44.99083774070432,43.50326613061988
Life expectancy,Eastern Mediterranean Region,Both,30-34 years,Years,2015,44.306989812746124,45.012121978792244,43.530562073167324
Life expectancy,Eastern Mediterranean Region,Both,30-34 years,Years,2016,44.496524942495434,45.28253795145179,43.715040476277046
Life expectancy,Eastern Mediterranean Region,Both,30-34 years,Years,2017,44.694611208750416,45.45195879486346,43.918265816092166
Life expectancy,Eastern Mediterranean Region,Both,30-34 years,Years,2018,44.830011151234274,45.63816280175072,44.015673603478675
Life expectancy,Eastern Mediterranean Region,Both,30-34 years,Years,2019,44.94349017787743,45.729586746074766,44.125436417952464
Life expectancy,Eastern Mediterranean Region,Both,30-34 years,Years,2020,42.835569325644606,43.63261222280293,42.001430735720426
Life expectancy,Eastern Mediterranean Region,Both,30-34 years,Years,2021,41.95964745290435,42.848477340897006,41.04149552569464
Life expectancy,Eastern Mediterranean Region,Both,35-39 years,Years,2010,39.220422696095284,39.900779523588575,38.520563236334375
Life expectancy,Eastern Mediterranean Region,Both,35-39 years,Years,2011,39.15233810937249,39.82365430077841,38.4508734020813
Life expectancy,Eastern Mediterranean Region,Both,35-39 years,Years,2012,39.434544793369454,40.17543766038188,38.680618445002025
Life expectancy,Eastern Mediterranean Region,Both,35-39 years,Years,2013,39.606950690286766,40.29299698443399,38.839003121854375
Life expectancy,Eastern Mediterranean Region,Both,35-39 years,Years,2014,39.63414417999855,40.347719209578,38.90470913294187
Life expectancy,Eastern Mediterranean Region,Both,35-39 years,Years,2015,39.67888098413109,40.36609586010373,38.92535979048893
Life expectancy,Eastern Mediterranean Region,Both,35-39 years,Years,2016,39.862324647647554,40.622614405374215,39.09559668300443
Life expectancy,Eastern Mediterranean Region,Both,35-39 years,Years,2017,40.056480181721035,40.79146028512155,39.304848162856885
Life expectancy,Eastern Mediterranean Region,Both,35-39 years,Years,2018,40.18492922448011,40.970951875489334,39.395798033927086
Life expectancy,Eastern Mediterranean Region,Both,35-39 years,Years,2019,40.29228850669685,41.05022800266679,39.49933893149801
Life expectancy,Eastern Mediterranean Region,Both,35-39 years,Years,2020,38.21910850034707,38.99300989780696,37.40929360558829
Life expectancy,Eastern Mediterranean Region,Both,35-39 years,Years,2021,37.36407924873165,38.226953825533734,36.4762355965242
Life expectancy,Eastern Mediterranean Region,Both,40-44 years,Years,2010,34.66377547037138,35.31736500521911,33.982455344062004
Life expectancy,Eastern Mediterranean Region,Both,40-44 years,Years,2011,34.605376512419156,35.253855821004166,33.93131046770185
Life expectancy,Eastern Mediterranean Region,Both,40-44 years,Years,2012,34.874420928807425,35.593548603359054,34.14291040211527
Life expectancy,Eastern Mediterranean Region,Both,40-44 years,Years,2013,35.038240055719925,35.69955898522123,34.3012549736899
Life expectancy,Eastern Mediterranean Region,Both,40-44 years,Years,2014,35.0642190924156,35.75307303923965,34.361371123160914
Life expectancy,Eastern Mediterranean Region,Both,40-44 years,Years,2015,35.10340988988074,35.76680993976443,34.37654117822373
Life expectancy,Eastern Mediterranean Region,Both,40-44 years,Years,2016,35.27803939548466,36.00701997369499,34.54795364077787
Life expectancy,Eastern Mediterranean Region,Both,40-44 years,Years,2017,35.464664429587195,36.17257496425969,34.73881665998718
Life expectancy,Eastern Mediterranean Region,Both,40-44 years,Years,2018,35.583081894345476,36.342551810839986,34.82188537001296
Life expectancy,Eastern Mediterranean Region,Both,40-44 years,Years,2019,35.68268096411309,36.410208502073395,34.920780457586375
Life expectancy,Eastern Mediterranean Region,Both,40-44 years,Years,2020,33.65543912957192,34.40312759965147,32.8784790727308
Life expectancy,Eastern Mediterranean Region,Both,40-44 years,Years,2021,32.82833206974754,33.6591296593514,31.97320655893358
Life expectancy,Eastern Mediterranean Region,Both,45-49 years,Years,2010,30.194046037623956,30.808305648071023,29.550269276714527
Life expectancy,Eastern Mediterranean Region,Both,45-49 years,Years,2011,30.14631981589709,30.767540779340962,29.515144277122264
Life expectancy,Eastern Mediterranean Region,Both,45-49 years,Years,2012,30.402389468218498,31.08200936831187,29.71182119155698
Life expectancy,Eastern Mediterranean Region,Both,45-49 years,Years,2013,30.55841716429318,31.18240235999151,29.86751093373138
Life expectancy,Eastern Mediterranean Region,Both,45-49 years,Years,2014,30.58177423915238,31.235656158351674,29.917423642831796
Life expectancy,Eastern Mediterranean Region,Both,45-49 years,Years,2015,30.61765128668531,31.24577651844785,29.9231754862093
Life expectancy,Eastern Mediterranean Region,Both,45-49 years,Years,2016,30.784167308212094,31.46852645334943,30.10213719036068
Life expectancy,Eastern Mediterranean Region,Both,45-49 years,Years,2017,30.964801019753025,31.63466999111563,30.279442148361515
Life expectancy,Eastern Mediterranean Region,Both,45-49 years,Years,2018,31.07549431017685,31.790251605902892,30.354548453547046
Life expectancy,Eastern Mediterranean Region,Both,45-49 years,Years,2019,31.168431762177246,31.85756313549546,30.452628776343218
Life expectancy,Eastern Mediterranean Region,Both,45-49 years,Years,2020,29.221210223378932,29.937362318702192,28.48723758708596
Life expectancy,Eastern Mediterranean Region,Both,45-49 years,Years,2021,28.432002343723777,29.23297948611651,27.62132085158926
Life expectancy,Eastern Mediterranean Region,Both,50-54 years,Years,2010,25.884063926654854,26.45254428013584,25.293545117498823
Life expectancy,Eastern Mediterranean Region,Both,50-54 years,Years,2011,25.8437210262548,26.427978297775383,25.254282461469167
Life expectancy,Eastern Mediterranean Region,Both,50-54 years,Years,2012,26.08077238185397,26.71268729005411,25.441407990002467
Life expectancy,Eastern Mediterranean Region,Both,50-54 years,Years,2013,26.222260813700604,26.801371710099897,25.5804800717536
Life expectancy,Eastern Mediterranean Region,Both,50-54 years,Years,2014,26.238742719017655,26.848458980597044,25.62442142705124
Life expectancy,Eastern Mediterranean Region,Both,50-54 years,Years,2015,26.271821563603005,26.859193033404,25.622625017321152
Life expectancy,Eastern Mediterranean Region,Both,50-54 years,Years,2016,26.428369749860007,27.06613279785214,25.795290717580375
Life expectancy,Eastern Mediterranean Region,Both,50-54 years,Years,2017,26.601115721062595,27.23379010670278,25.971382461861882
Life expectancy,Eastern Mediterranean Region,Both,50-54 years,Years,2018,26.705171265256265,27.364896732898483,26.036121858852812
Life expectancy,Eastern Mediterranean Region,Both,50-54 years,Years,2019,26.792349981793674,27.42893196572937,26.132648436647298
Life expectancy,Eastern Mediterranean Region,Both,50-54 years,Years,2020,24.943374866923715,25.60789489335602,24.26164123722656
Life expectancy,Eastern Mediterranean Region,Both,50-54 years,Years,2021,24.200874624012265,24.950973011067966,23.443142287750415
Life expectancy,Eastern Mediterranean Region,Both,55-59 years,Years,2010,21.8128199907102,22.331324886536486,21.281205140952938
Life expectancy,Eastern Mediterranean Region,Both,55-59 years,Years,2011,21.825726527214464,22.36285100626373,21.28673132798726
Life expectancy,Eastern Mediterranean Region,Both,55-59 years,Years,2012,21.992296502960635,22.570575682751745,21.41153118848652
Life expectancy,Eastern Mediterranean Region,Both,55-59 years,Years,2013,22.11732821509166,22.647563629693053,21.529442756002997
Life expectancy,Eastern Mediterranean Region,Both,55-59 years,Years,2014,22.128226945905023,22.68651540247625,21.563560486127255
Life expectancy,Eastern Mediterranean Region,Both,55-59 years,Years,2015,22.156256208078688,22.69330823901401,21.562904823231346
Life expectancy,Eastern Mediterranean Region,Both,55-59 years,Years,2016,22.29618327633072,22.88313743562811,21.718523142784676
Life expectancy,Eastern Mediterranean Region,Both,55-59 years,Years,2017,22.453796649370005,23.03576593485881,21.880779350677575
Life expectancy,Eastern Mediterranean Region,Both,55-59 years,Years,2018,22.546168710815518,23.142801118839092,21.941226843662474
Life expectancy,Eastern Mediterranean Region,Both,55-59 years,Years,2019,22.622419112853958,23.20475666905673,22.031144078792284
Life expectancy,Eastern Mediterranean Region,Both,55-59 years,Years,2020,20.877599208392756,21.47984927848202,20.254299081245495
Life expectancy,Eastern Mediterranean Region,Both,55-59 years,Years,2021,20.19559160569504,20.874895436647204,19.503614899564088
Life expectancy,Eastern Mediterranean Region,Both,60-64 years,Years,2010,18.050879945711788,18.505831497736754,17.57889004159847
Life expectancy,Eastern Mediterranean Region,Both,60-64 years,Years,2011,18.092100553234236,18.5711086147978,17.617219609253446
Life expectancy,Eastern Mediterranean Region,Both,60-64 years,Years,2012,18.194872024535236,18.699343271229797,17.685497792725105
Life expectancy,Eastern Mediterranean Region,Both,60-64 years,Years,2013,18.2943950072321,18.76501255811826,17.772072431301744
Life expectancy,Eastern Mediterranean Region,Both,60-64 years,Years,2014,18.297431480893756,18.79693922522897,17.800432490239665
Life expectancy,Eastern Mediterranean Region,Both,60-64 years,Years,2015,18.31992472898849,18.79617035046095,17.795320122707736
Life expectancy,Eastern Mediterranean Region,Both,60-64 years,Years,2016,18.441175838084487,18.95923054029522,17.931770812279936
Life expectancy,Eastern Mediterranean Region,Both,60-64 years,Years,2017,18.579753872983062,19.09298002025637,18.07134296219062
Life expectancy,Eastern Mediterranean Region,Both,60-64 years,Years,2018,18.661557845085028,19.182177478023387,18.130575711032645
Life expectancy,Eastern Mediterranean Region,Both,60-64 years,Years,2019,18.726723320282524,19.23318838963064,18.211640672933456
Life expectancy,Eastern Mediterranean Region,Both,60-64 years,Years,2020,17.102219831013734,17.631748698572267,16.56008544718223
Life expectancy,Eastern Mediterranean Region,Both,60-64 years,Years,2021,16.485614683073788,17.090423396471536,15.882432503652444
Life expectancy,Eastern Mediterranean Region,Both,65-69 years,Years,2010,14.650126901101306,15.032001123971025,14.248953528434997
Life expectancy,Eastern Mediterranean Region,Both,65-69 years,Years,2011,14.711372725578663,15.121325464404382,14.307441147006596
Life expectancy,Eastern Mediterranean Region,Both,65-69 years,Years,2012,14.772930594065336,15.206846732934666,14.340012583340561
Life expectancy,Eastern Mediterranean Region,Both,65-69 years,Years,2013,14.852533621711112,15.257179477521218,14.400620473012573
Life expectancy,Eastern Mediterranean Region,Both,65-69 years,Years,2014,14.851659796498137,15.282010244133279,14.424370758711552
Life expectancy,Eastern Mediterranean Region,Both,65-69 years,Years,2015,14.864882640270405,15.268754990188835,14.416091751450566
Life expectancy,Eastern Mediterranean Region,Both,65-69 years,Years,2016,14.955751681577992,15.404172363454064,14.517431994581994
Life expectancy,Eastern Mediterranean Region,Both,65-69 years,Years,2017,15.061117004544693,15.505679444494136,14.62393359699833
Life expectancy,Eastern Mediterranean Region,Both,65-69 years,Years,2018,15.123046234299666,15.568938076617117,14.663262870671726
Life expectancy,Eastern Mediterranean Region,Both,65-69 years,Years,2019,15.168547276581826,15.605565380282078,14.725029390673884
Life expectancy,Eastern Mediterranean Region,Both,65-69 years,Years,2020,13.69560100386784,14.145224170553943,13.232597857553385
Life expectancy,Eastern Mediterranean Region,Both,65-69 years,Years,2021,13.169858816848242,13.690287338007035,12.649373217073423
Life expectancy,Eastern Mediterranean Region,Both,70-74 years,Years,2010,11.5825763339368,11.8934172623807,11.265439206355305
Life expectancy,Eastern Mediterranean Region,Both,70-74 years,Years,2011,11.655366034004798,11.985554952328073,11.323436436742448
Life expectancy,Eastern Mediterranean Region,Both,70-74 years,Years,2012,11.711088092825017,12.058355014804876,11.35494805644038
Life expectancy,Eastern Mediterranean Region,Both,70-74 years,Years,2013,11.780618336874612,12.110294895633857,11.417256061379565
Life expectancy,Eastern Mediterranean Region,Both,70-74 years,Years,2014,11.78524231652553,12.135717276200957,11.422369618810375
Life expectancy,Eastern Mediterranean Region,Both,70-74 years,Years,2015,11.79047990366156,12.125019667638478,11.419888594140623
Life expectancy,Eastern Mediterranean Region,Both,70-74 years,Years,2016,11.856411133598975,12.224834873296635,11.498670322479299
Life expectancy,Eastern Mediterranean Region,Both,70-74 years,Years,2017,11.931985661017936,12.296737620353426,11.570319461710914
Life expectancy,Eastern Mediterranean Region,Both,70-74 years,Years,2018,11.981091033982281,12.352966990099079,11.592994666702612
Life expectancy,Eastern Mediterranean Region,Both,70-74 years,Years,2019,12.011900709659615,12.374578235229274,11.644509231046332
Life expectancy,Eastern Mediterranean Region,Both,70-74 years,Years,2020,10.737311182877246,11.100826466973016,10.357875107329749
Life expectancy,Eastern Mediterranean Region,Both,70-74 years,Years,2021,10.28873115969405,10.711756253511824,9.869533196462562
Life expectancy,Eastern Mediterranean Region,Both,75-79 years,Years,2010,8.980778326495273,9.219272975846927,8.732121396769482
Life expectancy,Eastern Mediterranean Region,Both,75-79 years,Years,2011,9.052266941224511,9.309469256711651,8.796383046596876
Life expectancy,Eastern Mediterranean Region,Both,75-79 years,Years,2012,9.089954897902764,9.352133488932077,8.823745033776909
Life expectancy,Eastern Mediterranean Region,Both,75-79 years,Years,2013,9.13718943353785,9.3882446057142,8.858664028999517
Life expectancy,Eastern Mediterranean Region,Both,75-79 years,Years,2014,9.122305762304432,9.39457158944644,8.843968777500669
Life expectancy,Eastern Mediterranean Region,Both,75-79 years,Years,2015,9.128724062045363,9.38399688190421,8.84649488517415
Life expectancy,Eastern Mediterranean Region,Both,75-79 years,Years,2016,9.186364881783236,9.472199506302049,8.911781821660284
Life expectancy,Eastern Mediterranean Region,Both,75-79 years,Years,2017,9.253948638672465,9.533211190627279,8.975194785560825
Life expectancy,Eastern Mediterranean Region,Both,75-79 years,Years,2018,9.304969043000014,9.594892685928475,8.997176809443793
Life expectancy,Eastern Mediterranean Region,Both,75-79 years,Years,2019,9.326572768875703,9.609745769504299,9.037292455540888
Life expectancy,Eastern Mediterranean Region,Both,75-79 years,Years,2020,8.22265118433783,8.499071132139036,7.935523959663302
Life expectancy,Eastern Mediterranean Region,Both,75-79 years,Years,2021,7.843815091543835,8.161368923902586,7.520017545609667
Life expectancy,Eastern Mediterranean Region,Both,80-84 years,Years,2010,6.770652675433737,6.9482462069345,6.582053821809609
Life expectancy,Eastern Mediterranean Region,Both,80-84 years,Years,2011,6.834491404155362,7.024351661835374,6.640524634837662
Life expectancy,Eastern Mediterranean Region,Both,80-84 years,Years,2012,6.87834343272366,7.071233753553261,6.681032017875687
Life expectancy,Eastern Mediterranean Region,Both,80-84 years,Years,2013,6.91855667360853,7.10674651340776,6.7103477194127485
Life expectancy,Eastern Mediterranean Region,Both,80-84 years,Years,2014,6.919021969640027,7.114640028590285,6.709069767002703
Life expectancy,Eastern Mediterranean Region,Both,80-84 years,Years,2015,6.930084458705018,7.115806421334694,6.723695813446905
Life expectancy,Eastern Mediterranean Region,Both,80-84 years,Years,2016,6.964561372351606,7.169637505919869,6.7641783141594525
Life expectancy,Eastern Mediterranean Region,Both,80-84 years,Years,2017,7.008629855442062,7.214861392857022,6.809810248578101
Life expectancy,Eastern Mediterranean Region,Both,80-84 years,Years,2018,7.052021165670329,7.265267468905174,6.830557542283053
Life expectancy,Eastern Mediterranean Region,Both,80-84 years,Years,2019,7.063182439624102,7.271708613861511,6.8482955466641275
Life expectancy,Eastern Mediterranean Region,Both,80-84 years,Years,2020,6.090800697372793,6.291457521441702,5.883009643017925
Life expectancy,Eastern Mediterranean Region,Both,80-84 years,Years,2021,5.789850634570363,6.0144030693709345,5.553220330966626
Life expectancy,Eastern Mediterranean Region,Both,85-89 years,Years,2010,5.075799795190801,5.211157827395564,4.929246226860402
Life expectancy,Eastern Mediterranean Region,Both,85-89 years,Years,2011,5.1210562542650075,5.263824917814462,4.97022698221376
Life expectancy,Eastern Mediterranean Region,Both,85-89 years,Years,2012,5.1492956948297595,5.295161721394025,4.991865852085054
Life expectancy,Eastern Mediterranean Region,Both,85-89 years,Years,2013,5.180047404815981,5.322606217429408,5.022219945283995
Life expectancy,Eastern Mediterranean Region,Both,85-89 years,Years,2014,5.20739266382487,5.35661162595415,5.052504270366452
Life expectancy,Eastern Mediterranean Region,Both,85-89 years,Years,2015,5.215107509508557,5.359520066165155,5.062513628076338
Life expectancy,Eastern Mediterranean Region,Both,85-89 years,Years,2016,5.233234732194381,5.386140755674377,5.083723072970502
Life expectancy,Eastern Mediterranean Region,Both,85-89 years,Years,2017,5.270270153104381,5.4205861191102445,5.124530834926931
Life expectancy,Eastern Mediterranean Region,Both,85-89 years,Years,2018,5.3252142595375025,5.486736125830826,5.161842639681546
Life expectancy,Eastern Mediterranean Region,Both,85-89 years,Years,2019,5.341486253172738,5.497920967324136,5.178926516577833
Life expectancy,Eastern Mediterranean Region,Both,85-89 years,Years,2020,4.497936584804748,4.643132605812759,4.346893208144234
Life expectancy,Eastern Mediterranean Region,Both,85-89 years,Years,2021,4.243613706303541,4.402881372385909,4.075128351308464
Life expectancy,Eastern Mediterranean Region,Both,90-94 years,Years,2010,3.977908468052771,4.095481831676731,3.854322775655582
Life expectancy,Eastern Mediterranean Region,Both,90-94 years,Years,2011,4.016359315747931,4.1406200077141815,3.888583919253669
