measure,location,sex,age,metric,year,val,upper,lower
Life expectancy,Region of the Americas,Both,7-27 days,Years,2014,77.45801814930412,77.62113992316921,77.29356149968643
Life expectancy,Region of the Americas,Both,7-27 days,Years,2015,77.49966835496257,77.66089100508013,77.32739034687721
Life expectancy,Region of the Americas,Both,7-27 days,Years,2016,77.40726950136715,77.57346168847648,77.23386698503805
Life expectancy,Region of the Americas,Both,7-27 days,Years,2017,77.55561600128404,77.72522946202777,77.3763473076117
Life expectancy,Region of the Americas,Both,7-27 days,Years,2018,77.69341860776122,77.90759387764246,77.46099208516397
Life expectancy,Region of the Americas,Both,7-27 days,Years,2019,77.81075767643186,78.08512742496859,77.5036075888454
Life expectancy,Region of the Americas,Both,7-27 days,Years,2020,75.72757415585359,76.01364371471657,75.4146044279344
Life expectancy,Region of the Americas,Both,7-27 days,Years,2021,74.98771540529194,75.39210827732053,74.56805065920025
Life expectancy,Region of the Americas,Both,5-9 years,Years,2010,72.34415058795489,72.4476601080974,72.2303799157785
Life expectancy,Region of the Americas,Both,5-9 years,Years,2011,73.0122117641337,73.09907662305584,72.92379387357356
Life expectancy,Region of the Americas,Both,5-9 years,Years,2012,73.13081555931375,73.22145015934768,73.04406003800383
Life expectancy,Region of the Americas,Both,5-9 years,Years,2013,73.19924800393852,73.28673012483299,73.10879280859622
Life expectancy,Region of the Americas,Both,5-9 years,Years,2014,73.28149158989126,73.36554227882795,73.19483486362299
Life expectancy,Region of the Americas,Both,5-9 years,Years,2015,73.30052644693868,73.37998087278325,73.20776471779521
Life expectancy,Region of the Americas,Both,5-9 years,Years,2016,73.19483385027799,73.28105735723884,73.10434447582462
Life expectancy,Region of the Americas,Both,5-9 years,Years,2017,73.32381880971997,73.42209837374924,73.22634016225037
Life expectancy,Region of the Americas,Both,5-9 years,Years,2018,73.44195603541529,73.57167245348327,73.3036372192168
Life expectancy,Region of the Americas,Both,5-9 years,Years,2019,73.53090257561199,73.71262157043127,73.33691441445445
Life expectancy,Region of the Americas,Both,5-9 years,Years,2020,71.36564407384284,71.56713055946557,71.15449549401113
Life expectancy,Region of the Americas,Both,5-9 years,Years,2021,70.5931839356634,70.8986207374807,70.28057945199922
Life expectancy,Region of the Americas,Both,10-14 years,Years,2010,67.55337257218252,67.64801053136175,67.44967026609504
Life expectancy,Region of the Americas,Both,10-14 years,Years,2011,68.11791944503348,68.20129574777674,68.03350610139715
Life expectancy,Region of the Americas,Both,10-14 years,Years,2012,68.23169536216051,68.31877064069548,68.14984669280355
Life expectancy,Region of the Americas,Both,10-14 years,Years,2013,68.29686223469574,68.38108304327365,68.21034953867115
Life expectancy,Region of the Americas,Both,10-14 years,Years,2014,68.37626141692547,68.45510891688104,68.29435881324876
Life expectancy,Region of the Americas,Both,10-14 years,Years,2015,68.39299038535886,68.4684413453659,68.30541822868932
Life expectancy,Region of the Americas,Both,10-14 years,Years,2016,68.286521261212,68.36910079701777,68.20025309925515
Life expectancy,Region of the Americas,Both,10-14 years,Years,2017,68.41326182453103,68.5059451447758,68.31796905983403
Life expectancy,Region of the Americas,Both,10-14 years,Years,2018,68.52965424041199,68.65458639824838,68.39407945946168
Life expectancy,Region of the Americas,Both,10-14 years,Years,2019,68.6175973363482,68.79293444581577,68.43020736405853
Life expectancy,Region of the Americas,Both,10-14 years,Years,2020,66.44611882862772,66.64040370027334,66.24102739926465
Life expectancy,Region of the Americas,Both,10-14 years,Years,2021,65.66739428828369,65.96794057398365,65.36137463091573
Life expectancy,Region of the Americas,Both,15-19 years,Years,2010,62.74811045626429,62.83675733929701,62.650114807527494
Life expectancy,Region of the Americas,Both,15-19 years,Years,2011,63.21989220712581,63.29976854462539,63.138087786231466
Life expectancy,Region of the Americas,Both,15-19 years,Years,2012,63.331745797907324,63.41479048042427,63.25291377288881
Life expectancy,Region of the Americas,Both,15-19 years,Years,2013,63.395355652032464,63.47636208872471,63.31186244161253
Life expectancy,Region of the Americas,Both,15-19 years,Years,2014,63.47309594199098,63.54869681341375,63.39326886254395
Life expectancy,Region of the Americas,Both,15-19 years,Years,2015,63.48838653856192,63.55985136784338,63.40492541731115
Life expectancy,Region of the Americas,Both,15-19 years,Years,2016,63.381090608747876,63.46006505222435,63.297241619912874
Life expectancy,Region of the Americas,Both,15-19 years,Years,2017,63.50628049648817,63.594926942087184,63.412871113434434
Life expectancy,Region of the Americas,Both,15-19 years,Years,2018,63.62120205592217,63.742935746701086,63.48950836882721
Life expectancy,Region of the Americas,Both,15-19 years,Years,2019,63.707573621298266,63.87867436089608,63.52482907395421
Life expectancy,Region of the Americas,Both,15-19 years,Years,2020,61.53232536544624,61.7221728848791,61.33186749109719
Life expectancy,Region of the Americas,Both,15-19 years,Years,2021,60.750564098417726,61.046077982247844,60.4501137526376
Life expectancy,Region of the Americas,Both,20-24 years,Years,2010,58.072683631715826,58.155753943685774,57.981642107676656
Life expectancy,Region of the Americas,Both,20-24 years,Years,2011,58.48069333827278,58.55509082961109,58.40416682165003
Life expectancy,Region of the Americas,Both,20-24 years,Years,2012,58.59846299006692,58.67659279483401,58.52503926101638
Life expectancy,Region of the Americas,Both,20-24 years,Years,2013,58.65863685080888,58.73264340518117,58.58012779680683
Life expectancy,Region of the Americas,Both,20-24 years,Years,2014,58.73513044445679,58.807399885845435,58.660732582244364
Life expectancy,Region of the Americas,Both,20-24 years,Years,2015,58.75205795347029,58.81800235892618,58.67512043742323
Life expectancy,Region of the Americas,Both,20-24 years,Years,2016,58.64502050122958,58.71864957035403,58.56686925982515
Life expectancy,Region of the Americas,Both,20-24 years,Years,2017,58.76550903677934,58.84780046622318,58.67673149005484
Life expectancy,Region of the Americas,Both,20-24 years,Years,2018,58.874558630033,58.9903214280454,58.74947819993045
Life expectancy,Region of the Americas,Both,20-24 years,Years,2019,58.952494665873594,59.11393421819108,58.778637285426974
Life expectancy,Region of the Americas,Both,20-24 years,Years,2020,56.77081194608833,56.953384779708536,56.58080727915245
Life expectancy,Region of the Americas,Both,20-24 years,Years,2021,55.98149749741262,56.26631619573782,55.690836020014586
Life expectancy,Region of the Americas,Both,25-29 years,Years,2010,53.48230620002312,53.560009182765896,53.39884564814542
Life expectancy,Region of the Americas,Both,25-29 years,Years,2011,53.83533208728989,53.90571085910699,53.762366502923854
Life expectancy,Region of the Americas,Both,25-29 years,Years,2012,53.95760430680902,54.03231738407068,53.88789290099886
Life expectancy,Region of the Americas,Both,25-29 years,Years,2013,54.014585239392986,54.08470685426249,53.93914098486134
Life expectancy,Region of the Americas,Both,25-29 years,Years,2014,54.09217740945675,54.16094049988428,54.021306155507354
Life expectancy,Region of the Americas,Both,25-29 years,Years,2015,54.11604006228279,54.17895685229688,54.043074074687894
Life expectancy,Region of the Americas,Both,25-29 years,Years,2016,54.016590709768366,54.08652736051162,53.9418347157249
Life expectancy,Region of the Americas,Both,25-29 years,Years,2017,54.13639816433594,54.21493660197874,54.05167709497732
Life expectancy,Region of the Americas,Both,25-29 years,Years,2018,54.240777914753366,54.350285267833726,54.12190565919035
Life expectancy,Region of the Americas,Both,25-29 years,Years,2019,54.30937167494884,54.46236652802882,54.14380147510928
Life expectancy,Region of the Americas,Both,25-29 years,Years,2020,52.12143886029112,52.29701001582436,51.93775342640029
Life expectancy,Region of the Americas,Both,25-29 years,Years,2021,51.32974618870512,51.60539596776148,51.04810235379812
Life expectancy,Region of the Americas,Both,30-34 years,Years,2010,48.88802127504583,48.96250086915194,48.81088607074146
Life expectancy,Region of the Americas,Both,30-34 years,Years,2011,49.19269539746604,49.26143450751257,49.12370851882316
Life expectancy,Region of the Americas,Both,30-34 years,Years,2012,49.314642787653824,49.38582481578774,49.24819837955493
Life expectancy,Region of the Americas,Both,30-34 years,Years,2013,49.3682691851315,49.435280399609205,49.29632131855632
Life expectancy,Region of the Americas,Both,30-34 years,Years,2014,49.44522895497329,49.51096818950762,49.377654929170596
Life expectancy,Region of the Americas,Both,30-34 years,Years,2015,49.47439525108302,49.53432089402937,49.40512224479149
Life expectancy,Region of the Americas,Both,30-34 years,Years,2016,49.38456763049941,49.450949800832376,49.312883018514306
Life expectancy,Region of the Americas,Both,30-34 years,Years,2017,49.50812560397161,49.582914141347906,49.42675116516293
Life expectancy,Region of the Americas,Both,30-34 years,Years,2018,49.61210365954374,49.716546588909985,49.49881271922622
Life expectancy,Region of the Americas,Both,30-34 years,Years,2019,49.6770720994942,49.82364033789323,49.51967100172438
Life expectancy,Region of the Americas,Both,30-34 years,Years,2020,47.49805576224424,47.6673033973932,47.31967094196455
Life expectancy,Region of the Americas,Both,30-34 years,Years,2021,46.719203675748886,46.987110152328036,46.44369757744212
Life expectancy,Region of the Americas,Both,35-39 years,Years,2010,44.294534002857006,44.36452557547913,44.222431781250265
Life expectancy,Region of the Americas,Both,35-39 years,Years,2011,44.559038000578944,44.62376343205809,44.49283022316995
Life expectancy,Region of the Americas,Both,35-39 years,Years,2012,44.68069344890213,44.74800654528899,44.61678822123002
Life expectancy,Region of the Americas,Both,35-39 years,Years,2013,44.73153249567679,44.79475322126721,44.66340034861095
Life expectancy,Region of the Americas,Both,35-39 years,Years,2014,44.80714710424411,44.869955000296,44.74268529474325
Life expectancy,Region of the Americas,Both,35-39 years,Years,2015,44.83956334553852,44.8972806256181,44.773919104024706
Life expectancy,Region of the Americas,Both,35-39 years,Years,2016,44.757646186508566,44.82009935316613,44.68935941597496
Life expectancy,Region of the Americas,Both,35-39 years,Years,2017,44.88335989217269,44.954466230289974,44.805386178802856
Life expectancy,Region of the Americas,Both,35-39 years,Years,2018,44.986499077852486,45.086890414608746,44.878950245297126
Life expectancy,Region of the Americas,Both,35-39 years,Years,2019,45.05069504185883,45.19088657875971,44.90196274673486
Life expectancy,Region of the Americas,Both,35-39 years,Years,2020,42.90415781265633,43.065553241068116,42.731828213534065
Life expectancy,Region of the Americas,Both,35-39 years,Years,2021,42.15188260966492,42.411164620277404,41.88486727664848
Life expectancy,Region of the Americas,Both,40-44 years,Years,2010,39.70636648656094,39.772881863569395,39.637534511284535
Life expectancy,Region of the Americas,Both,40-44 years,Years,2011,39.95170480153175,40.01275009778151,39.888622978976606
Life expectancy,Region of the Americas,Both,40-44 years,Years,2012,40.07308664547316,40.135976059587236,40.0113006918938
Life expectancy,Region of the Americas,Both,40-44 years,Years,2013,40.12290003389055,40.182768760984466,40.0587144342787
Life expectancy,Region of the Americas,Both,40-44 years,Years,2014,40.198138842084916,40.256922914644534,40.13811820714597
Life expectancy,Region of the Americas,Both,40-44 years,Years,2015,40.23557622605277,40.29025380125622,40.17304370654246
Life expectancy,Region of the Americas,Both,40-44 years,Years,2016,40.1631079584816,40.22207289576237,40.09847277066729
Life expectancy,Region of the Americas,Both,40-44 years,Years,2017,40.29023181223805,40.35722316820929,40.21593647591426
Life expectancy,Region of the Americas,Both,40-44 years,Years,2018,40.39454057834352,40.48990698872001,40.29261923147549
Life expectancy,Region of the Americas,Both,40-44 years,Years,2019,40.457938863957644,40.591249364980726,40.31666886165474
Life expectancy,Region of the Americas,Both,40-44 years,Years,2020,38.362227660028616,38.5160948254238,38.196766681854
Life expectancy,Region of the Americas,Both,40-44 years,Years,2021,37.65060324038403,37.89931287112844,37.395645775615016
Life expectancy,Region of the Americas,Both,45-49 years,Years,2010,35.18022309107003,35.24289772276275,35.11643288937276
Life expectancy,Region of the Americas,Both,45-49 years,Years,2011,35.410851638188376,35.4678627146901,35.35092806197344
Life expectancy,Region of the Americas,Both,45-49 years,Years,2012,35.529155629716136,35.58673403505581,35.4709108445034
Life expectancy,Region of the Americas,Both,45-49 years,Years,2013,35.57774334455416,35.633865319029816,35.51745117565401
Life expectancy,Region of the Americas,Both,45-49 years,Years,2014,35.65214058953296,35.7069571989499,35.595575234132085
Life expectancy,Region of the Americas,Both,45-49 years,Years,2015,35.69209999554037,35.74325254340821,35.63435115137546
Life expectancy,Region of the Americas,Both,45-49 years,Years,2016,35.628098166837226,35.68301913557328,35.56816804697861
Life expectancy,Region of the Americas,Both,45-49 years,Years,2017,35.75413462759151,35.81630998345082,35.68466245114725
Life expectancy,Region of the Americas,Both,45-49 years,Years,2018,35.85892354780529,35.94819303586325,35.763916279538634
Life expectancy,Region of the Americas,Both,45-49 years,Years,2019,35.92295476517976,36.04761509514605,35.78998607070399
Life expectancy,Region of the Americas,Both,45-49 years,Years,2020,33.91115205446732,34.05537955166943,33.75508822009734
Life expectancy,Region of the Americas,Both,45-49 years,Years,2021,33.2517628070524,33.48805694835663,33.0091625281895
Life expectancy,Region of the Americas,Both,50-54 years,Years,2010,30.77916547330466,30.83701022667044,30.720201641915615
Life expectancy,Region of the Americas,Both,50-54 years,Years,2011,30.997489516673706,31.050085501502487,30.942301880923743
Life expectancy,Region of the Americas,Both,50-54 years,Years,2012,31.10969491562471,31.162947072275127,31.05600225335214
Life expectancy,Region of the Americas,Both,50-54 years,Years,2013,31.1554426780685,31.207334614499697,31.099478815548085
Life expectancy,Region of the Americas,Both,50-54 years,Years,2014,31.223600386613207,31.27351326279585,31.1714027371066
Life expectancy,Region of the Americas,Both,50-54 years,Years,2015,31.25965260512001,31.30612889852182,31.207311636084302
Life expectancy,Region of the Americas,Both,50-54 years,Years,2016,31.20131836567537,31.251158819342617,31.14668616296138
Life expectancy,Region of the Americas,Both,50-54 years,Years,2017,31.32284435951552,31.379592746447003,31.258873250234714
Life expectancy,Region of the Americas,Both,50-54 years,Years,2018,31.428013607502507,31.51040453601031,31.34038268848045
Life expectancy,Region of the Americas,Both,50-54 years,Years,2019,31.49292070671358,31.608174992710186,31.37084488605007
Life expectancy,Region of the Americas,Both,50-54 years,Years,2020,29.59802175571973,29.73122203450586,29.454244785319876
Life expectancy,Region of the Americas,Both,50-54 years,Years,2021,29.00311689984293,29.22361845684385,28.779633709986932
Life expectancy,Region of the Americas,Both,55-59 years,Years,2010,26.578680745451056,26.63023316427607,26.52697079518371
Life expectancy,Region of the Americas,Both,55-59 years,Years,2011,26.75591650609431,26.803611295193356,26.70589096025903
Life expectancy,Region of the Americas,Both,55-59 years,Years,2012,26.861500129243346,26.9100236044909,26.812962666196494
Life expectancy,Region of the Americas,Both,55-59 years,Years,2013,26.90380517562188,26.9506966375912,26.852819779364356
Life expectancy,Region of the Americas,Both,55-59 years,Years,2014,26.966382295638674,27.01144567550946,26.91918951190498
Life expectancy,Region of the Americas,Both,55-59 years,Years,2015,26.99874624234488,27.040504087399693,26.95189358268887
Life expectancy,Region of the Americas,Both,55-59 years,Years,2016,26.94525184532721,26.989966870879975,26.896391595255857
Life expectancy,Region of the Americas,Both,55-59 years,Years,2017,27.056042160753844,27.10706314576076,26.9985797966723
Life expectancy,Region of the Americas,Both,55-59 years,Years,2018,27.15630879388449,27.230520870086675,27.077361117226694
Life expectancy,Region of the Americas,Both,55-59 years,Years,2019,27.218234682130102,27.322692172128782,27.10907652805636
Life expectancy,Region of the Americas,Both,55-59 years,Years,2020,25.459018531458216,25.57920244666886,25.329595790407268
Life expectancy,Region of the Americas,Both,55-59 years,Years,2021,24.92465962033483,25.12640728877818,24.717591173671202
Life expectancy,Region of the Americas,Both,60-64 years,Years,2010,22.559425828350324,22.604413421916462,22.513871928774936
Life expectancy,Region of the Americas,Both,60-64 years,Years,2011,22.705001563578683,22.74742457110627,22.66148626336643
Life expectancy,Region of the Americas,Both,60-64 years,Years,2012,22.810394325354796,22.85313348643171,22.767877609033732
Life expectancy,Region of the Americas,Both,60-64 years,Years,2013,22.853470466844865,22.894593376855923,22.809035275783483
Life expectancy,Region of the Americas,Both,60-64 years,Years,2014,22.913253107265554,22.952682035188666,22.871925567240506
Life expectancy,Region of the Americas,Both,60-64 years,Years,2015,22.942122159670074,22.978245592734524,22.90075019979838
Life expectancy,Region of the Americas,Both,60-64 years,Years,2016,22.896652570640764,22.935644634434162,22.853595681073646
Life expectancy,Region of the Americas,Both,60-64 years,Years,2017,22.99601644056709,23.041278528980502,22.9461970930064
Life expectancy,Region of the Americas,Both,60-64 years,Years,2018,23.09101021775263,23.156303675575415,23.02125562572934
Life expectancy,Region of the Americas,Both,60-64 years,Years,2019,23.14881875458785,23.24143551479349,23.05186587891599
Life expectancy,Region of the Americas,Both,60-64 years,Years,2020,21.550764310191695,21.65647081347692,21.437563638740848
Life expectancy,Region of the Americas,Both,60-64 years,Years,2021,21.081526411706122,21.264159536266654,20.895418901925847
Life expectancy,Region of the Americas,Both,65-69 years,Years,2010,18.73930237679649,18.777934515113813,18.70041998951806
Life expectancy,Region of the Americas,Both,65-69 years,Years,2011,18.858853647244974,18.895653818697028,18.82171764973931
Life expectancy,Region of the Americas,Both,65-69 years,Years,2012,18.96276004284198,18.99892621973802,18.92645213073453
Life expectancy,Region of the Americas,Both,65-69 years,Years,2013,19.010830935558406,19.045725179129427,18.973621732020693
Life expectancy,Region of the Americas,Both,65-69 years,Years,2014,19.072146909966282,19.107347514588632,19.03685496124312
Life expectancy,Region of the Americas,Both,65-69 years,Years,2015,19.103150325585304,19.13353538876821,19.06788843364986
Life expectancy,Region of the Americas,Both,65-69 years,Years,2016,19.0703778402653,19.103241659238076,19.033882388001906
Life expectancy,Region of the Americas,Both,65-69 years,Years,2017,19.162784199022106,19.20120070836102,19.120580079937614
Life expectancy,Region of the Americas,Both,65-69 years,Years,2018,19.256582823183464,19.312508243380428,19.196267757386373
Life expectancy,Region of the Americas,Both,65-69 years,Years,2019,19.313085346221527,19.39329311372427,19.228509576784226
Life expectancy,Region of the Americas,Both,65-69 years,Years,2020,17.917652519781633,18.00847877940396,17.821535999886542
Life expectancy,Region of the Americas,Both,65-69 years,Years,2021,17.494452634161448,17.65524116079444,17.33163184944215
Life expectancy,Region of the Americas,Both,70-74 years,Years,2010,15.186558952095277,15.218221275289931,15.154904019480396
Life expectancy,Region of the Americas,Both,70-74 years,Years,2011,15.277926333496007,15.308256514702764,15.247369276233023
Life expectancy,Region of the Americas,Both,70-74 years,Years,2012,15.367562157757297,15.396845136412777,15.337312304434025
Life expectancy,Region of the Americas,Both,70-74 years,Years,2013,15.404535339237238,15.433452488436368,15.37313250557969
Life expectancy,Region of the Americas,Both,70-74 years,Years,2014,15.455910944415422,15.484873627002214,15.426326279109242
Life expectancy,Region of the Americas,Both,70-74 years,Years,2015,15.48441943903934,15.5097753370401,15.456000535407533
Life expectancy,Region of the Americas,Both,70-74 years,Years,2016,15.461207066654415,15.488703216389217,15.431024938528179
Life expectancy,Region of the Americas,Both,70-74 years,Years,2017,15.54514951711025,15.576931602537032,15.50958829378284
Life expectancy,Region of the Americas,Both,70-74 years,Years,2018,15.640966627280784,15.686942188436165,15.591306998775277
Life expectancy,Region of the Americas,Both,70-74 years,Years,2019,15.698648184860886,15.766207970257192,15.626949427934989
Life expectancy,Region of the Americas,Both,70-74 years,Years,2020,14.527747651141057,14.602383225912918,14.44981586219222
Life expectancy,Region of the Americas,Both,70-74 years,Years,2021,14.1613631756593,14.296154131383942,14.025368237718993
Life expectancy,Region of the Americas,Both,75-79 years,Years,2010,11.96454670774841,11.9890736401652,11.940194467076907
Life expectancy,Region of the Americas,Both,75-79 years,Years,2011,12.023019175277412,12.046434103008288,11.999384674368766
Life expectancy,Region of the Americas,Both,75-79 years,Years,2012,12.094173374058453,12.11719750422272,12.070161041494455
Life expectancy,Region of the Americas,Both,75-79 years,Years,2013,12.120614013805358,12.143376751871942,12.095280990601596
Life expectancy,Region of the Americas,Both,75-79 years,Years,2014,12.15815121435315,12.180926262329802,12.134776090838587
Life expectancy,Region of the Americas,Both,75-79 years,Years,2015,12.178853830620255,12.199130646204907,12.156880214164092
Life expectancy,Region of the Americas,Both,75-79 years,Years,2016,12.164275705711889,12.186307951829807,12.14119638080803
Life expectancy,Region of the Americas,Both,75-79 years,Years,2017,12.228086486577027,12.254421031920185,12.200206096921312
Life expectancy,Region of the Americas,Both,75-79 years,Years,2018,12.307228172453067,12.343424076176387,12.267817820919143
Life expectancy,Region of the Americas,Both,75-79 years,Years,2019,12.355046798726539,12.409601350586835,12.297587465616314
Life expectancy,Region of the Americas,Both,75-79 years,Years,2020,11.394712281189026,11.45388203343181,11.33367606486034
Life expectancy,Region of the Americas,Both,75-79 years,Years,2021,11.084322096083804,11.194038441950525,10.972228218025606
Life expectancy,Region of the Americas,Both,80-84 years,Years,2010,9.1235329115669,9.14166751672123,9.106396073678631
Life expectancy,Region of the Americas,Both,80-84 years,Years,2011,9.153009777809837,9.170028598516371,9.135302258440763
Life expectancy,Region of the Americas,Both,80-84 years,Years,2012,9.205473034973037,9.222471133927325,9.18805686055796
Life expectancy,Region of the Americas,Both,80-84 years,Years,2013,9.223730326065622,9.240697385176608,9.205388200628219
Life expectancy,Region of the Americas,Both,80-84 years,Years,2014,9.251933363601546,9.268290421742414,9.235210572599417
Life expectancy,Region of the Americas,Both,80-84 years,Years,2015,9.262854279400866,9.278490521664201,9.246852377455173
Life expectancy,Region of the Americas,Both,80-84 years,Years,2016,9.247125282363422,9.263351527709842,9.230740242986672
Life expectancy,Region of the Americas,Both,80-84 years,Years,2017,9.289434675475993,9.308643690772708,9.269787222042988
Life expectancy,Region of the Americas,Both,80-84 years,Years,2018,9.354614381709835,9.382614676495157,9.325335255375995
Life expectancy,Region of the Americas,Both,80-84 years,Years,2019,9.391447250963273,9.43307802374485,9.348990998587816
Life expectancy,Region of the Americas,Both,80-84 years,Years,2020,8.62157646729368,8.66563978751757,8.576516524455913
Life expectancy,Region of the Americas,Both,80-84 years,Years,2021,8.370912781719891,8.456365841154287,8.282817724826899
Life expectancy,Region of the Americas,Both,85-89 years,Years,2010,6.7398062842053745,6.752865683248428,6.726908817865725
Life expectancy,Region of the Americas,Both,85-89 years,Years,2011,6.759682013930926,6.772003706099882,6.746436590601406
Life expectancy,Region of the Americas,Both,85-89 years,Years,2012,6.802426925386196,6.814537703389444,6.7902491167931265
Life expectancy,Region of the Americas,Both,85-89 years,Years,2013,6.814996314056717,6.826916520079432,6.8016769441860205
Life expectancy,Region of the Americas,Both,85-89 years,Years,2014,6.829713211100541,6.841966000923787,6.817159125714626
Life expectancy,Region of the Americas,Both,85-89 years,Years,2015,6.823341173508933,6.835117026470315,6.8118238874486625
Life expectancy,Region of the Americas,Both,85-89 years,Years,2016,6.804823036378456,6.816476501377033,6.7932130126010755
Life expectancy,Region of the Americas,Both,85-89 years,Years,2017,6.826285058063801,6.840779269587957,6.81205547535091
Life expectancy,Region of the Americas,Both,85-89 years,Years,2018,6.877500279970992,6.897554206099431,6.8562064195942805
Life expectancy,Region of the Americas,Both,85-89 years,Years,2019,6.911085086799624,6.941686242820885,6.880690838218277
Life expectancy,Region of the Americas,Both,85-89 years,Years,2020,6.3169635905074895,6.3479071497735635,6.285280893913068
Life expectancy,Region of the Americas,Both,85-89 years,Years,2021,6.1012366624156495,6.1677270840704566,6.033262359016195
Life expectancy,Region of the Americas,Both,90-94 years,Years,2010,4.917694125889676,4.927533433510993,4.907771581795408
Life expectancy,Region of the Americas,Both,90-94 years,Years,2011,4.925015291564078,4.934091727683466,4.915305337773538
Life expectancy,Region of the Americas,Both,90-94 years,Years,2012,4.958929593561585,4.968148066595351,4.949673524774315
Life expectancy,Region of the Americas,Both,90-94 years,Years,2013,4.967634892241003,4.976447455332972,4.957715846996558
Life expectancy,Region of the Americas,Both,90-94 years,Years,2014,4.970571504323439,4.979697426588552,4.9616746140432
Life expectancy,Region of the Americas,Both,90-94 years,Years,2015,4.957426637211947,4.9658331804185245,4.948800194924703
Life expectancy,Region of the Americas,Both,90-94 years,Years,2016,4.945345532381114,4.953730379575281,4.937012091356492
Life expectancy,Region of the Americas,Both,90-94 years,Years,2017,4.957769761497961,4.968122906870964,4.947450669499887
Life expectancy,Region of the Americas,Both,90-94 years,Years,2018,5.003518820422072,5.018192337238117,4.988186035875278
Life expectancy,Region of the Americas,Both,90-94 years,Years,2019,5.03101135127256,5.053540741170662,5.008351495901153
Life expectancy,Region of the Americas,Both,90-94 years,Years,2020,4.56264033749479,4.5850359906655065,4.5400155875082655
Life expectancy,Region of the Americas,Both,90-94 years,Years,2021,4.402867228887525,4.456774056162426,4.349517637829778
Life expectancy,Region of the Americas,Both,2-4 years,Years,2010,75.05827213758387,75.18132471642507,74.9237503022223
Life expectancy,Region of the Americas,Both,2-4 years,Years,2011,75.9104953638659,76.00541170770632,75.81315905989061
Life expectancy,Region of the Americas,Both,2-4 years,Years,2012,76.03456696576261,76.13300743368964,75.93738703854456
Life expectancy,Region of the Americas,Both,2-4 years,Years,2013,76.10619199754572,76.20422951686984,76.00798332983729
Life expectancy,Region of the Americas,Both,2-4 years,Years,2014,76.19140161786498,76.28356341514989,76.09527437375226
Life expectancy,Region of the Americas,Both,2-4 years,Years,2015,76.21306329624629,76.3036687306291,76.11088174418931
Life expectancy,Region of the Americas,Both,2-4 years,Years,2016,76.10915073579582,76.20550864757527,76.00694343397376
Life expectancy,Region of the Americas,Both,2-4 years,Years,2017,76.24080562915815,76.34624669675537,76.12983981524567
Life expectancy,Region of the Americas,Both,2-4 years,Years,2018,76.36097602988357,76.50458473522033,76.213883387598
Life expectancy,Region of the Americas,Both,2-4 years,Years,2019,76.45276123084905,76.64771848109184,76.24553495480868
Life expectancy,Region of the Americas,Both,2-4 years,Years,2020,74.30087251333875,74.51014781610587,74.07658173121469
Life expectancy,Region of the Americas,Both,2-4 years,Years,2021,73.53291018275654,73.84949485641367,73.20745416135138
Life expectancy,Western Pacific Region,Both,55-59 years,Years,2010,24.60817587682984,25.083715120969856,24.08683714497925
Life expectancy,Western Pacific Region,Both,55-59 years,Years,2011,24.76117293084255,25.26125718066799,24.223204651176065
Life expectancy,Western Pacific Region,Both,55-59 years,Years,2012,25.01269922209033,25.538496622129465,24.442761762445446
Life expectancy,Western Pacific Region,Both,55-59 years,Years,2013,25.219766588146783,25.74822020506408,24.589271170802775
Life expectancy,Western Pacific Region,Both,55-59 years,Years,2014,25.44991493176135,26.052469007446465,24.778956631726466
Life expectancy,Western Pacific Region,Both,55-59 years,Years,2015,25.64026864052861,26.336096448783536,24.92885615250497
Life expectancy,Western Pacific Region,Both,55-59 years,Years,2016,25.742622257292304,26.506846670155635,24.96856803625946
Life expectancy,Western Pacific Region,Both,55-59 years,Years,2017,25.888983127136427,26.728782894176543,25.035561390057623
Life expectancy,Western Pacific Region,Both,55-59 years,Years,2018,26.015348296594038,26.93216791689821,25.05398590731109
Life expectancy,Western Pacific Region,Both,55-59 years,Years,2019,26.096589319554532,27.066958177623864,25.080030618973474
Life expectancy,Western Pacific Region,Both,55-59 years,Years,2020,26.171018366524933,27.184177465105787,25.175849418007928
Life expectancy,Western Pacific Region,Both,55-59 years,Years,2021,26.02242865954472,27.041615759402138,24.981372055746412
Life expectancy,Western Pacific Region,Both,60-64 years,Years,2010,20.446474937934163,20.8792260245338,19.981107582035204
Life expectancy,Western Pacific Region,Both,60-64 years,Years,2011,20.59569399214169,21.04786818283951,20.120408192075672
Life expectancy,Western Pacific Region,Both,60-64 years,Years,2012,20.85147720685017,21.329091592165458,20.342139206632574
Life expectancy,Western Pacific Region,Both,60-64 years,Years,2013,21.041314486943566,21.522515626381125,20.48215792643415
Life expectancy,Western Pacific Region,Both,60-64 years,Years,2014,21.254862844070352,21.803747935539064,20.635494576712922
Life expectancy,Western Pacific Region,Both,60-64 years,Years,2015,21.44251886170943,22.074490123462837,20.791261936937566
Life expectancy,Western Pacific Region,Both,60-64 years,Years,2016,21.53603668012567,22.232059753245846,20.830839509909275
Life expectancy,Western Pacific Region,Both,60-64 years,Years,2017,21.671600494148098,22.438853112040434,20.900111564215447
Life expectancy,Western Pacific Region,Both,60-64 years,Years,2018,21.789613608143053,22.632135029775267,20.911506145490318
Life expectancy,Western Pacific Region,Both,60-64 years,Years,2019,21.862876646354202,22.75701777344945,20.944178262870377
